test_type,protocol,iteration,phase,duration_us
connection_phase,SPVA,37,search,1963
connection_phase,SPVA,37,tcp_connect,5410
connection_phase,SPVA,37,validation,571
connection_phase,SPVA,37,create_channel,410
connection_phase,SPVA,37,total,8354
connection_phase,SPVA,38,search,1379
connection_phase,SPVA,38,tcp_connect,3555
connection_phase,SPVA,38,validation,422
connection_phase,SPVA,38,create_channel,282
connection_phase,SPVA,38,total,5638
connection_phase,SPVA,39,search,2051
connection_phase,SPVA,39,tcp_connect,6160
connection_phase,SPVA,39,validation,624
connection_phase,SPVA,39,create_channel,398
connection_phase,SPVA,39,total,9233
connection_phase,SPVA,40,search,1956
connection_phase,SPVA,40,tcp_connect,4673
connection_phase,SPVA,40,validation,551
connection_phase,SPVA,40,create_channel,422
connection_phase,SPVA,40,total,7602
connection_phase,SPVA,41,search,1925
connection_phase,SPVA,41,tcp_connect,5431
connection_phase,SPVA,41,validation,730
connection_phase,SPVA,41,create_channel,380
connection_phase,SPVA,41,total,8466
connection_phase,SPVA,42,search,1927
connection_phase,SPVA,42,tcp_connect,5551
connection_phase,SPVA,42,validation,659
connection_phase,SPVA,42,create_channel,370
connection_phase,SPVA,42,total,8507
connection_phase,SPVA,43,search,1832
connection_phase,SPVA,43,tcp_connect,5317
connection_phase,SPVA,43,validation,604
connection_phase,SPVA,43,create_channel,364
connection_phase,SPVA,43,total,8117
connection_phase,SPVA,44,search,1475
connection_phase,SPVA,44,tcp_connect,3589
connection_phase,SPVA,44,validation,518
connection_phase,SPVA,44,create_channel,331
connection_phase,SPVA,44,total,5913
connection_phase,SPVA,45,search,1798
connection_phase,SPVA,45,tcp_connect,5443
connection_phase,SPVA,45,validation,736
connection_phase,SPVA,45,create_channel,413
connection_phase,SPVA,45,total,8390
connection_phase,SPVA,46,search,1634
connection_phase,SPVA,46,tcp_connect,4125
connection_phase,SPVA,46,validation,520
connection_phase,SPVA,46,create_channel,325
connection_phase,SPVA,46,total,6604
connection_phase,SPVA,47,search,2564
connection_phase,SPVA,47,tcp_connect,7569
connection_phase,SPVA,47,validation,914
connection_phase,SPVA,47,create_channel,505
connection_phase,SPVA,47,total,11552
connection_phase,SPVA,48,search,2164
connection_phase,SPVA,48,tcp_connect,5525
connection_phase,SPVA,48,validation,647
connection_phase,SPVA,48,create_channel,373
connection_phase,SPVA,48,total,8709
connection_phase,SPVA,49,search,1814
connection_phase,SPVA,49,tcp_connect,5341
connection_phase,SPVA,49,validation,667
connection_phase,SPVA,49,create_channel,349
connection_phase,SPVA,49,total,8171
connection_phase,SPVA,50,search,1197
connection_phase,SPVA,50,tcp_connect,3587
connection_phase,SPVA,50,validation,448
connection_phase,SPVA,50,create_channel,375
connection_phase,SPVA,50,total,5607
connection_phase,SPVA_CERTMON,1,search,4862
connection_phase,SPVA_CERTMON,1,tcp_connect,5319
connection_phase,SPVA_CERTMON,1,validation,437
connection_phase,SPVA_CERTMON,1,create_channel,11666
